ANNOSCOLASTICO;CODICESCUOLA;INDIRIZZOSCUOLA;DenominazioneIstitutoRiferimento;DenominazioneScuola;CAPSCUOLA;PERCORSO;INDIRIZZOSCOLASTICA;ALUNNIMASCHI;ALUNNIFEMMINE
202021;MITD02201P;VIA ULISSE DINI 7;SALVADOR ALLENDE;CUSTODI;20141;ECONOMICO;AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO;9;10
202021;MIRC30050D;VIA C.BARONI 35;KANDINSKY;KANDINSKY;20142;SERVIZI;SERVIZI SOCIO-SANITARI;16;36
202021;MITN094521;C.SO DI PORTA ROMANA 110;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;20122;ECONOMICO;TURISMO;4;5
202021;MITF077015;VIA PARAVIA 31;G. GALILEI - R. LUXEMBURG;GALILEI;20148;TECNOLOGICO;MECC. MECCATRON. ENER. - BIENNIO COMUNE;37;0
202021;MITD02201P;VIA ULISSE DINI 7;SALVADOR ALLENDE;CUSTODI;20141;ECONOMICO;SISTEMI INFORMATIVI AZIENDALI;17;9
202021;MITD04301Q;VIA DON G.CALABRIA16;IS F.BESTA;F.BESTA;20132;ECONOMICO;AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO;12;11
202021;MITF07901R;VIALE LOMBARDIA 89;"I.I.S. ""CATERINA DA SIENA""";ITIS C. DA SIENA;20131;TECNOLOGICO;SISTEMA MODA - BIENNIO COMUNE;2;37
202021;MIRC300004;VIA C. BARONI35;KANDINSKY;KANDINSKY;20142;NUOVI PROFESSIONALI;SERVIZI COMMERCIALI;25;21
202021;MIRC30050D;VIA C.BARONI 35;KANDINSKY;KANDINSKY;20142;INDUSTRIA E ARTIGIANATO;PRODUZIONI TESSILI SARTORIALI - OPZIONE;2;8
202021;MIRC094019;CORSO DI PORTA ROMANA 110;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;20122;NUOVI PROFESSIONALI;SERVIZI COMMERCIALI;16;9
202021;MITD02301E;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;I.T. COMM. E GEOM. DI VIA NATTA;20151;TECNOLOGICO;COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO;22;1
202021;MIRC058016;VIA OTRANTO 1;PAOLO FRISI;PAOLO FRISI;20157;IeFP;OPERATORE DELLA RISTORAZIONE;11;4
202021;MITN02000X;VIA BISTOLFI15;PIER PAOLO PASOLINI;PIER PAOLO PASOLINI;20134;LINGUISTICO;LINGUISTICO;10;14
202021;MIPC01000C;VIA ORAZIO 3;MANZONI;MANZONI;20123;CLASSICO;CLASSICO;92;193
202021;MITF01701D;VIA DON G. CALABRIA 2;I.I.S. JAMES CLERK MAXWELL;JAMES CLERK MAXWELL;20132;TECNOLOGICO;CONDUZIONE DEL MEZZO AEREO - OPZIONE;67;4
202021;MIRC30050D;VIA C.BARONI 35;KANDINSKY;KANDINSKY;20142;SERVIZI;SERVIZI COMMERCIALI;5;4
202021;MITN09401E;CORSO DI PORTA ROMANA 110;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;20122;ECONOMICO;TURISMO;18;36
202021;MIRI01701L;VIA NARNI 18;I.I.S. JAMES CLERK MAXWELL;SETTEMBRINI;20132;NUOVI PROFESSIONALI;MANUTENZIONE E ASSISTENZA TECNICA;69;0
202021;MIPS15000V;VIA MAC MAHON 96/98;"""P. BOTTONI""";"""P. BOTTONI""";20155;SCIENTIFICO;SCIENTIFICO;126;67
202021;MITF070009;PIAZZA TITO LUCREZIO CARO8;FELTRINELLI;FELTRINELLI;20136;TECNOLOGICO;INFORMATICA;63;1
202021;MIRC074014;VIA ODERZO 3;MARELLI;"IIS ""MARELLI-DUDOVICH""";20148;NUOVI PROFESSIONALI;SERVIZI CULTURALI E DELLO SPETTACOLO;9;8
202021;MIPC040008;VIA CARLO LINNEO5;BECCARIA;BECCARIA;20145;CLASSICO;CLASSICO;86;163
202021;MITD04301Q;VIA DON G.CALABRIA16;IS F.BESTA;F.BESTA;20132;ECONOMICO;RELAZIONI INTERNAZIONALI PER IL MARKETING;6;16
202021;MITD02201P;VIA ULISSE DINI 7;SALVADOR ALLENDE;CUSTODI;20141;ECONOMICO;AMM. FINAN. MARKETING - BIENNIO COMUNE;47;17
202021;MISL03000N;PIAZZALE ARDUINO N.4;U.BOCCIONI;U.BOCCIONI;20149;ARTISTICO;GRAFICA;7;17
202021;MITF077015;VIA PARAVIA 31;G. GALILEI - R. LUXEMBURG;GALILEI;20148;TECNOLOGICO;TELECOMUNICAZIONI;13;0
202021;MITD02301E;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;I.T. COMM. E GEOM. DI VIA NATTA;20151;TECNOLOGICO;COSTRUZIONI AMBIENTE E TERRITORIO - TRIENNIO;21;9
202021;MIRC094019;CORSO DI PORTA ROMANA 110;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;20122;IeFP;OPERATORE AI SERVIZI DI PROMOZIONE E ACCOGLIENZA;8;11
202021;MIRC30050D;VIA C.BARONI 35;KANDINSKY;KANDINSKY;20142;SERVIZI;PROMOZIONE COMMERCIALE E PUBBLICITARIA - OPZIONE;19;15
202021;MIPC039015;VIA FRANCESCO GATTI 16;BERTRAND RUSSELL;OMERO;20162;CLASSICO;CLASSICO;5;14
202021;MITN02000X;VIA BISTOLFI15;PIER PAOLO PASOLINI;PIER PAOLO PASOLINI;20134;ECONOMICO;TURISMO;15;52
202021;MITF01701D;VIA DON G. CALABRIA 2;I.I.S. JAMES CLERK MAXWELL;JAMES CLERK MAXWELL;20132;TECNOLOGICO;ELETTRONICA;25;0
202021;MIRC30050D;VIA C.BARONI 35;KANDINSKY;KANDINSKY;20142;SERVIZI;SERVIZI SOCIO-SANITARI;2;10
202021;MIRC058016;VIA OTRANTO 1;PAOLO FRISI;PAOLO FRISI;20157;NUOVI PROFESSIONALI;ENOGASTRONOMIA E OSPITALITA' ALBERGHIERA;34;15
202021;MITN094521;C.SO DI PORTA ROMANA 110;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;20122;ECONOMICO;TURISMO;5;7
202021;MIRI01701L;VIA NARNI 18;I.I.S. JAMES CLERK MAXWELL;SETTEMBRINI;20132;INDUSTRIA E ARTIGIANATO;APPARATI IMP.TI SER.ZI TEC.CI IND.LI E CIV.LI - OPZIONE;18;0
202021;MITD04301Q;VIA DON G.CALABRIA16;IS F.BESTA;F.BESTA;20132;ECONOMICO;SISTEMI INFORMATIVI AZIENDALI;12;9
202021;MIRC08000A;VIA OLONA14;CAVALIERI;CAVALIERI;20123;SERVIZI;PROMOZIONE COMMERCIALE E PUBBLICITARIA - OPZIONE;14;7
202021;MIPS070007;VIA DE VINCENTI 7;VITTORIO VENETO;VITTORIO VENETO;20148;SCIENTIFICO;SCIENTIFICO;162;143
202021;MITF077015;VIA PARAVIA 31;G. GALILEI - R. LUXEMBURG;GALILEI;20148;TECNOLOGICO;GRAFICA E COMUNICAZIONE;34;32
202021;MITD02201P;VIA ULISSE DINI 7;SALVADOR ALLENDE;CUSTODI;20141;ECONOMICO;AMM. FINAN. MARKETING - BIENNIO COMUNE;45;29
202021;MIRC094019;CORSO DI PORTA ROMANA 110;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;20122;NUOVI PROFESSIONALI;SERVIZI COMMERCIALI;8;8
202021;MITD02301E;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;I.T. COMM. E GEOM. DI VIA NATTA;20151;ECONOMICO;AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO;21;5
202021;MITF077015;VIA PARAVIA 31;G. GALILEI - R. LUXEMBURG;GALILEI;20148;TECNOLOGICO;GRAFICA E COMUNICAZIONE;15;9
202021;MIPC039015;VIA FRANCESCO GATTI 16;BERTRAND RUSSELL;OMERO;20162;CLASSICO;CLASSICO;4;10
202021;MITN03000E;VIA NATTA11;ARTEMISIA GENTILESCHI;ARTEMISIA GENTILESCHI;20151;LINGUISTICO;LINGUISTICO;9;83
202021;MITF077015;VIA PARAVIA 31;G. GALILEI - R. LUXEMBURG;GALILEI;20148;TECNOLOGICO;GRAFICA E COMUNICAZIONE;34;18
202021;MITF03801E;VIA LITTA MODIGNANI65;GIUSEPPE LUIGI LAGRANGE;GIUSEPPE LUIGI LAGRANGE;20161;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;16;2
202021;MIRC30050D;VIA C.BARONI 35;KANDINSKY;KANDINSKY;20142;SERVIZI;PROMOZIONE COMMERCIALE E PUBBLICITARIA - OPZIONE;10;1
202021;MIRC30050D;VIA C.BARONI 35;KANDINSKY;KANDINSKY;20142;SERVIZI;SERVIZI COMMERCIALI;10;5
202021;MIPM050003;PIAZZA ASCOLI 2;LICEO STATALE VIRGILIO;LICEO STATALE VIRGILIO;20129;SCIENZE UMANE;SCIENZE UMANE - OPZ. ECONOMICO SOCIALE;18;31
202021;MITF070009;PIAZZA TITO LUCREZIO CARO8;FELTRINELLI;FELTRINELLI;20136;TECNOLOGICO;ELETTRONICA;16;0
202021;MITF070009;PIAZZA TITO LUCREZIO CARO8;FELTRINELLI;FELTRINELLI;20136;TECNOLOGICO;ELETTRONICA;13;0
202021;MIRC08000A;VIA OLONA14;CAVALIERI;CAVALIERI;20123;SERVIZI;SERVIZI COMMERCIALI;71;103
202021;MIPM050003;PIAZZA ASCOLI 2;LICEO STATALE VIRGILIO;LICEO STATALE VIRGILIO;20129;SCIENZE UMANE;SCIENZE UMANE;14;72
202021;MIPS070007;VIA DE VINCENTI 7;VITTORIO VENETO;VITTORIO VENETO;20148;SCIENTIFICO;SCIENTIFICO;161;112
202021;MIRI01701L;VIA NARNI 18;I.I.S. JAMES CLERK MAXWELL;SETTEMBRINI;20132;NUOVI PROFESSIONALI;MANUTENZIONE E ASSISTENZA TECNICA;58;0
202021;MITD04301Q;VIA DON G.CALABRIA16;IS F.BESTA;F.BESTA;20132;ECONOMICO;TURISMO;1;22
202021;MIRC094019;CORSO DI PORTA ROMANA 110;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;20122;IeFP;OPERATORE AI SERVIZI DI PROMOZIONE E ACCOGLIENZA;9;8
202021;MIRC058016;VIA OTRANTO 1;PAOLO FRISI;PAOLO FRISI;20157;IeFP;OPERATORE DEL BENESSERE;3;9
202021;MITN03000E;VIA NATTA11;ARTEMISIA GENTILESCHI;ARTEMISIA GENTILESCHI;20151;LINGUISTICO;LINGUISTICO QUADRIENNALE;2;22
202021;MITF077015;VIA PARAVIA 31;G. GALILEI - R. LUXEMBURG;GALILEI;20148;TECNOLOGICO;MECCANICA E MECCATRONICA;31;1
202021;MIRC05851G;VIA OTRANTO - CITTADINI1;PAOLO FRISI;FRISI;20157;SERVIZI;SERVIZI DI SALA E DI VENDITA - TRIENNIO;8;3
202021;MITD02301E;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;I.T. COMM. E GEOM. DI VIA NATTA;20151;ECONOMICO;AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO;12;9
202021;MITF03801E;VIA LITTA MODIGNANI65;GIUSEPPE LUIGI LAGRANGE;GIUSEPPE LUIGI LAGRANGE;20161;SCIENTIFICO;SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO;21;9
202021;MIRC30050D;VIA C.BARONI 35;KANDINSKY;KANDINSKY;20142;SERVIZI;SERVIZI SOCIO-SANITARI;1;10
202021;MIRC30050D;VIA C.BARONI 35;KANDINSKY;KANDINSKY;20142;SERVIZI;SERVIZI SOCIO-SANITARI;3;12
202021;MISL020003;VIA PRINETTI 47;"LICEO ARTISTICO ""CARAVAGGIO""";"LICEO ARTISTICO ""CARAVAGGIO""";20127;ARTISTICO;AUDIOVISIVO MULTIMEDIA;11;31
202021;MITN09401E;CORSO DI PORTA ROMANA 110;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;20122;ECONOMICO;TURISMO;9;43
202021;MITF070009;PIAZZA TITO LUCREZIO CARO8;FELTRINELLI;FELTRINELLI;20136;TECNOLOGICO;ENERGIA;11;0
202021;MITF01701D;VIA DON G. CALABRIA 2;I.I.S. JAMES CLERK MAXWELL;JAMES CLERK MAXWELL;20132;TECNOLOGICO;ELETTRONICA;17;0
202021;MITD04301Q;VIA DON G.CALABRIA16;IS F.BESTA;F.BESTA;20132;ECONOMICO;AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO;10;7
202021;MIPS02301P;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;G.CARDANO;20151;SCIENTIFICO;SCIENTIFICO;39;24
202021;MIRC08000A;VIA OLONA14;CAVALIERI;CAVALIERI;20123;SERVIZI;SERVIZI SOCIO-SANITARI;15;40
202021;MIRI01701L;VIA NARNI 18;I.I.S. JAMES CLERK MAXWELL;SETTEMBRINI;20132;NUOVI PROFESSIONALI;MANUTENZIONE E ASSISTENZA TECNICA;67;1
202021;MITF070009;PIAZZA TITO LUCREZIO CARO8;FELTRINELLI;FELTRINELLI;20136;TECNOLOGICO;ENERGIA;19;0
202021;MISL03000N;PIAZZALE ARDUINO N.4;U.BOCCIONI;U.BOCCIONI;20149;ARTISTICO;DESIGN - INDUSTRIA;7;20
202021;MITF070009;PIAZZA TITO LUCREZIO CARO8;FELTRINELLI;FELTRINELLI;20136;TECNOLOGICO;BIOTECNOLOGIE AMBIENTALI;11;8
202021;MITD02301E;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;I.T. COMM. E GEOM. DI VIA NATTA;20151;ECONOMICO;RELAZIONI INTERNAZIONALI PER IL MARKETING;23;20
202021;MITF03801E;VIA LITTA MODIGNANI65;GIUSEPPE LUIGI LAGRANGE;GIUSEPPE LUIGI LAGRANGE;20161;TECNOLOGICO;INFOR. TELECOM. - BIENNIO COMUNE;59;5
202021;MITF082512;VIALE LIGURIA21;GIORGI;GIORGI;20143;TECNOLOGICO;ELETTR. ED ELETTROTEC.- BIENNIO COMUNE;22;0
202021;MITF077015;VIA PARAVIA 31;G. GALILEI - R. LUXEMBURG;GALILEI;20148;TECNOLOGICO;TECNOLOGIA DELL'OCCHIALE - OPZIONE;9;0
202021;MITF01701D;VIA DON G. CALABRIA 2;I.I.S. JAMES CLERK MAXWELL;JAMES CLERK MAXWELL;20132;TECNOLOGICO;MECCANICA E MECCATRONICA;18;1
202021;MITD04301Q;VIA DON G.CALABRIA16;IS F.BESTA;F.BESTA;20132;ECONOMICO;RELAZIONI INTERNAZIONALI PER IL MARKETING;8;9
202021;MITF070009;PIAZZA TITO LUCREZIO CARO8;FELTRINELLI;FELTRINELLI;20136;TECNOLOGICO;BIOTECNOLOGIE AMBIENTALI;26;13
202021;MIRC08000A;VIA OLONA14;CAVALIERI;CAVALIERI;20123;IeFP;TECNICO DEI SERVIZI DI PROMOZIONE E ACCOGLIENZA;25;39
202021;MIPM050003;PIAZZA ASCOLI 2;LICEO STATALE VIRGILIO;LICEO STATALE VIRGILIO;20129;CLASSICO;CLASSICO;6;17
202021;MISL020003;VIA PRINETTI 47;"LICEO ARTISTICO ""CARAVAGGIO""";"LICEO ARTISTICO ""CARAVAGGIO""";20127;ARTISTICO;ARCHITETTURA E AMBIENTE;10;11
202021;MIPM050003;PIAZZA ASCOLI 2;LICEO STATALE VIRGILIO;LICEO STATALE VIRGILIO;20129;LINGUISTICO;LINGUISTICO;10;98
202021;MIRC094019;CORSO DI PORTA ROMANA 110;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;20122;IeFP;OPERATORE AI SERVIZI DI PROMOZIONE E ACCOGLIENZA;7;8
202021;MIPS02301P;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;G.CARDANO;20151;SCIENTIFICO;SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO;15;14
202021;MIPS070007;VIA DE VINCENTI 7;VITTORIO VENETO;VITTORIO VENETO;20148;SCIENTIFICO;SCIENTIFICO;170;132
202021;MITN03000E;VIA NATTA11;ARTEMISIA GENTILESCHI;ARTEMISIA GENTILESCHI;20151;ECONOMICO;TURISMO;44;128
202021;MITF03801E;VIA LITTA MODIGNANI65;GIUSEPPE LUIGI LAGRANGE;GIUSEPPE LUIGI LAGRANGE;20161;TECNOLOGICO;MECC. MECCATRON. ENER. - BIENNIO COMUNE;20;1
202021;MITD08101E;VIA LATTANZIO 38;"""P. VERRI""";"""P. VERRI""";20137;ECONOMICO;SISTEMI INFORMATIVI AZIENDALI;10;4
202021;MITD05701N;VIALE SAN MICHELE DEL CARSO 25;NICOLA MORESCHI;NICOLA MORESCHI;20144;ECONOMICO;RELAZIONI INTERNAZIONALI PER IL MARKETING;10;22
202021;MITF077015;VIA PARAVIA 31;G. GALILEI - R. LUXEMBURG;GALILEI;20148;TECNOLOGICO;ELETTRONICA;8;0
202021;MITF01701D;VIA DON G. CALABRIA 2;I.I.S. JAMES CLERK MAXWELL;JAMES CLERK MAXWELL;20132;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;60;20
202021;MITF070009;PIAZZA TITO LUCREZIO CARO8;FELTRINELLI;FELTRINELLI;20136;TECNOLOGICO;COSTRUZIONI AERONAUTICHE - OPZIONE;19;0
202021;MIRC05851G;VIA OTRANTO - CITTADINI1;PAOLO FRISI;FRISI;20157;SERVIZI;ENOGASTRONOMIA - TRIENNIO;16;1
202021;MITF070009;PIAZZA TITO LUCREZIO CARO8;FELTRINELLI;FELTRINELLI;20136;TECNOLOGICO;COSTRUZIONI AERONAUTICHE - OPZIONE;20;1
202021;MIPM050003;PIAZZA ASCOLI 2;LICEO STATALE VIRGILIO;LICEO STATALE VIRGILIO;20129;SCIENTIFICO;SCIENTIFICO;47;43
202021;MIPM050003;PIAZZA ASCOLI 2;LICEO STATALE VIRGILIO;LICEO STATALE VIRGILIO;20129;LINGUISTICO;LINGUISTICO;13;85
202021;MIPS02301P;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;G.CARDANO;20151;SCIENTIFICO;SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO;15;16
202021;MIPS67000C;VIA OLIVETANI 9;LICEO SCIENTIFICO L. LONGONE;LICEO SCIENTIFICO L. LONGONE;20123;MUSICALE E COREUTICO;MUSICALE E COREUTICO - SEZIONE COREUTICA;9;13
202021;MITF070009;PIAZZA TITO LUCREZIO CARO8;FELTRINELLI;FELTRINELLI;20136;TECNOLOGICO;INFORMATICA;81;4
202021;MIPM050003;PIAZZA ASCOLI 2;LICEO STATALE VIRGILIO;LICEO STATALE VIRGILIO;20129;SCIENZE UMANE;SCIENZE UMANE;20;78
202021;MITD05701N;VIALE SAN MICHELE DEL CARSO 25;NICOLA MORESCHI;NICOLA MORESCHI;20144;ECONOMICO;AMM. FINAN. MARKETING - BIENNIO COMUNE;62;29
202021;MITD05701N;VIALE SAN MICHELE DEL CARSO 25;NICOLA MORESCHI;NICOLA MORESCHI;20144;ECONOMICO;SISTEMI INFORMATIVI AZIENDALI;24;0
202021;MITD08251Q;VIALE LGURIA 21;GIORGI;GIORGI;20143;ECONOMICO;AMM. FINAN. MARKETING - BIENNIO COMUNE;10;10
202021;MITF08201L;VIALE LIGURIA21;GIORGI;GIORGI;20143;TECNOLOGICO;INFOR. TELECOM. - BIENNIO COMUNE;49;1
202021;MIRC05851G;VIA OTRANTO - CITTADINI1;PAOLO FRISI;FRISI;20157;SERVIZI;SERVIZI COMMERCIALI;10;3
202021;MITD02301E;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;I.T. COMM. E GEOM. DI VIA NATTA;20151;TECNOLOGICO;COSTR., AMB. E TERRITORIO - BIENNIO COM.;22;6
202021;MISL020003;VIA PRINETTI 47;"LICEO ARTISTICO ""CARAVAGGIO""";"LICEO ARTISTICO ""CARAVAGGIO""";20127;ARTISTICO;ARTI FIGURATIVE - PLASTICO PITTORICO;5;40
202021;MIRC08000A;VIA OLONA14;CAVALIERI;CAVALIERI;20123;SERVIZI;SERVIZI COMMERCIALI;23;38
202021;MITF08201L;VIALE LIGURIA21;GIORGI;GIORGI;20143;TECNOLOGICO;TELECOMUNICAZIONI;66;0
202021;MITF01701D;VIA DON G. CALABRIA 2;I.I.S. JAMES CLERK MAXWELL;JAMES CLERK MAXWELL;20132;TECNOLOGICO;CONDUZIONE DEL MEZZO AEREO - OPZIONE;58;4
202021;MIPS02301P;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;G.CARDANO;20151;SCIENZE UMANE;SCIENZE UMANE;9;75
202021;MISL020003;VIA PRINETTI 47;"LICEO ARTISTICO ""CARAVAGGIO""";"LICEO ARTISTICO ""CARAVAGGIO""";20127;ARTISTICO;DESIGN - ARREDAMENTO E LEGNO;3;23
202021;MITF070009;PIAZZA TITO LUCREZIO CARO8;FELTRINELLI;FELTRINELLI;20136;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;44;18
202021;MITF070009;PIAZZA TITO LUCREZIO CARO8;FELTRINELLI;FELTRINELLI;20136;TECNOLOGICO;INFORMATICA;54;2
202021;MITF290008;VIA A. DE VINCENTI 11;ETTORE CONTI;ETTORE CONTI;20148;TECNOLOGICO;LOGISTICA;27;0
202021;MITD05701N;VIALE SAN MICHELE DEL CARSO 25;NICOLA MORESCHI;NICOLA MORESCHI;20144;ECONOMICO;SISTEMI INFORMATIVI AZIENDALI;15;8
202021;MIPS02301P;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;G.CARDANO;20151;SCIENTIFICO;SCIENTIFICO;46;25
202021;MIPM050003;PIAZZA ASCOLI 2;LICEO STATALE VIRGILIO;LICEO STATALE VIRGILIO;20129;SCIENZE UMANE;SCIENZE UMANE - OPZ. ECONOMICO SOCIALE;20;27
202021;MIRI077018;VIA ULIVI6;G. GALILEI - R. LUXEMBURG;ROSA LUXEMBURG;20152;NUOVI PROFESSIONALI;SERVIZI CULTURALI E DELLO SPETTACOLO;15;9
202021;MIPS02301P;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;G.CARDANO;20151;SCIENZE UMANE;SCIENZE UMANE;9;54
202021;MITF03801E;VIA LITTA MODIGNANI65;GIUSEPPE LUIGI LAGRANGE;GIUSEPPE LUIGI LAGRANGE;20161;TECNOLOGICO;ELETTR. ED ELETTROTEC.- BIENNIO COMUNE;17;1
202021;MITF082512;VIALE LIGURIA21;GIORGI;GIORGI;20143;TECNOLOGICO;MECC. MECCATRON. ENER. - BIENNIO COMUNE;16;1
202021;MITF08201L;VIALE LIGURIA21;GIORGI;GIORGI;20143;TECNOLOGICO;MECC. MECCATRON. ENER. - BIENNIO COMUNE;78;0
202021;MIPM050003;PIAZZA ASCOLI 2;LICEO STATALE VIRGILIO;LICEO STATALE VIRGILIO;20129;LINGUISTICO;LINGUISTICO;22;98
202021;MITF082512;VIALE LIGURIA21;GIORGI;GIORGI;20143;TECNOLOGICO;ELETTR. ED ELETTROTEC.- BIENNIO COMUNE;18;2
202021;MITF070009;PIAZZA TITO LUCREZIO CARO8;FELTRINELLI;FELTRINELLI;20136;SCIENTIFICO;SCIENTIFICO - OPZIONE SCIENZE APPLICATE;48;16
202021;MIRC05851G;VIA OTRANTO - CITTADINI1;PAOLO FRISI;FRISI;20157;SERVIZI;SERVIZI SOCIO-SANITARI;5;18
202021;MISL020003;VIA PRINETTI 47;"LICEO ARTISTICO ""CARAVAGGIO""";"LICEO ARTISTICO ""CARAVAGGIO""";20127;ARTISTICO;GRAFICA;7;19
202021;MIPS18000P;VIA MARIO DONATI5/7;ELIO VITTORINI;ELIO VITTORINI;20146;SCIENTIFICO;SCIENTIFICO;111;94
202021;MITF290008;VIA A. DE VINCENTI 11;ETTORE CONTI;ETTORE CONTI;20148;TECNOLOGICO;MECCANICA E MECCATRONICA;19;0
202021;MIRI077018;VIA ULIVI6;G. GALILEI - R. LUXEMBURG;ROSA LUXEMBURG;20152;IeFP;OPERATORE ELETTRICO;33;0
202021;MITD05701N;VIALE SAN MICHELE DEL CARSO 25;NICOLA MORESCHI;NICOLA MORESCHI;20144;ECONOMICO;AMMINISTRAZIONE FINANZA E MARKETING - TRIENNIO;37;16
202021;MITF19000B;VIA S. DIONIGI 36;"I.T.S.O.S. ""ALBE STEINER""";"I.T.S.O.S. ""ALBE STEINER""";20139;TECNOLOGICO;GRAFICA E COMUNICAZIONE - SPERIMENTAZIONE CINEMA E TELEVISIONE;79;64
202021;MIRC05851G;VIA OTRANTO - CITTADINI1;PAOLO FRISI;FRISI;20157;SERVIZI;ACCOGLIENZA TURISTICA - TRIENNIO;10;13
202021;MISL020003;VIA PRINETTI 47;"LICEO ARTISTICO ""CARAVAGGIO""";"LICEO ARTISTICO ""CARAVAGGIO""";20127;ARTISTICO;ARTI FIGURATIVE - PLASTICO PITTORICO;9;35
202021;MIPS18000P;VIA MARIO DONATI5/7;ELIO VITTORINI;ELIO VITTORINI;20146;SCIENTIFICO;SCIENTIFICO;100;99
202021;MIPS16000D;VIA DEI NARCISI5;"""G.MARCONI""";"""G.MARCONI""";20147;LINGUISTICO;LICEO LINGUISTICO - ESABAC;5;16
202021;MIPS02301P;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;G.CARDANO;20151;SCIENTIFICO;SCIENTIFICO;22;26
202021;MIPS67000C;VIA OLIVETANI 9;LICEO SCIENTIFICO L. LONGONE;LICEO SCIENTIFICO L. LONGONE;20123;MUSICALE E COREUTICO;MUSICALE E COREUTICO - SEZIONE COREUTICA;13;12
202021;MITF290008;VIA A. DE VINCENTI 11;ETTORE CONTI;ETTORE CONTI;20148;TECNOLOGICO;ELETTRONICA;21;0
202021;MIPS02301P;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;G.CARDANO;20151;SCIENTIFICO;SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO;15;15
202021;MIRI07401R;VIA LIVIGNO 11;MARELLI;"IIS ""MARELLI-DUDOVICH""";20158;INDUSTRIA E ARTIGIANATO;APPARATI IMP.TI SER.ZI TEC.CI IND.LI E CIV.LI - OPZIONE;34;0
202021;MIPS02301P;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;G.CARDANO;20151;SCIENTIFICO;SCIENTIFICO;25;14
202021;MITF19000B;VIA S. DIONIGI 36;"I.T.S.O.S. ""ALBE STEINER""";"I.T.S.O.S. ""ALBE STEINER""";20139;TECNOLOGICO;GRAFICA E COMUNICAZIONE - SPERIMENTAZIONE GRAFICA E FOTOGRAFIA-VISUAL;13;29
202021;MIPS02301P;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;G.CARDANO;20151;SCIENTIFICO;SCIENTIFICO;50;32
202021;MIRC05851G;VIA OTRANTO - CITTADINI1;PAOLO FRISI;FRISI;20157;SERVIZI;SERVIZI COMMERCIALI;6;1
202021;MITE01000V;VIA DON GIOVANNI CALABRIA16;"""GIULIO NATTA""";"""GIULIO NATTA""";20132;TECNOLOGICO;BIOTECNOLOGIE SANITARIE;19;45
202021;MISL020003;VIA PRINETTI 47;"LICEO ARTISTICO ""CARAVAGGIO""";"LICEO ARTISTICO ""CARAVAGGIO""";20127;ARTISTICO;AUDIOVISIVO MULTIMEDIA;14;31
202021;MITF290008;VIA A. DE VINCENTI 11;ETTORE CONTI;ETTORE CONTI;20148;TECNOLOGICO;ELETTROTECNICA;17;0
202021;MIPS02301P;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;G.CARDANO;20151;SCIENTIFICO;SCIENTIFICO - SEZIONE AD INDIRIZZO SPORTIVO;16;12
202021;MIPS02301P;VIA NATTA11;IST.ISTR.SUP.G.CARDANO;G.CARDANO;20151;SCIENZE UMANE;SCIENZE UMANE;14;73
